Edition,City,Sport,Discipline,Athlete,NOC,Gender,Event,Event_gender,Medal
1900,Paris,Sailing,Sailing,"LEBRET, Jean",FRA,Men,0.5-1t,X,Silver
1900,Paris,Sailing,Sailing,MARCOTTE,FRA,Men,0.5-1t,X,Silver
1900,Paris,Sailing,Sailing,"MARTIN, William",FRA,Men,0.5-1t,X,Silver
1900,Paris,Sailing,Sailing,VALTON,FRA,Men,0.5-1t,X,Silver
1900,Paris,Sailing,Sailing,"HORE, Edward",GBR,Men,10-20t,X,Bronze
1900,Paris,Sailing,Sailing,"BILLARD, Emile",FRA,Men,10-20t,X,Gold
1900,Paris,Sailing,Sailing,"PERQUER, P.",FRA,Men,10-20t,X,Gold
1900,Paris,Sailing,Sailing,"LE DUC DECAZES, Jean",FRA,Men,10-20t,X,Silver
1900,Paris,Sailing,Sailing,"MACHENRY, M.",USA,Men,3-10t,X,Bronze
1900,Paris,Sailing,Sailing,"TAYLOR, Howard",GBR,Men,3-10t,X,Gold
1900,Paris,Sailing,Sailing,"GUFFLET, Maurice",FRA,Men,3-10t,X,Silver
1900,Paris,Sailing,Sailing,"MICHELET, E.",FRA,Men,open class,X,Bronze
1900,Paris,Sailing,Sailing,"MICHELET, F.",FRA,Men,open class,X,Bronze
1900,Paris,Sailing,Sailing,"GRETTON, John H.",GBR,Men,open class,X,Gold
1900,Paris,Sailing,Sailing,"HOPE, Linton",GBR,Men,open class,X,Gold
1900,Paris,Sailing,Sailing,"LORD CURRIE, Lorne Campbell",GBR,Men,open class,X,Gold
1900,Paris,Sailing,Sailing,"NAUE, Georg",GER,Men,open class,X,Silver
1900,Paris,Sailing,Sailing,"PETERS, Heinrich",GER,Men,open class,X,Silver
1900,Paris,Sailing,Sailing,"WEISE, Ottokar",GER,Men,open class,X,Silver
1900,Paris,Sailing,Sailing,"WIESNER, Martin",GER,Men,open class,X,Silver
1900,Paris,Shooting,Shooting,"BALME, Eugène",FRA,Men,25m rapid fire pistol (60 shots),M,Bronze
1900,Paris,Shooting,Shooting,"LARROUY, Maurice",FRA,Men,25m rapid fire pistol (60 shots),M,Gold
1900,Paris,Shooting,Shooting,"MOREAUX, Léon",FRA,Men,25m rapid fire pistol (60 shots),M,Silver
1900,Paris,Shooting,Shooting,"BOUWENS, Antonius",NED,Men,"50m army pistol, team",M,Bronze
1900,Paris,Shooting,Shooting,"SILLEM, Henrik",NED,Men,"50m army pistol, team",M,Bronze
1900,Paris,Shooting,Shooting,"SWEYS, Anthony Ahasuerus",NED,Men,"50m army pistol, team",M,Bronze
1900,Paris,Shooting,Shooting,"VAN DEN BERGH, Solko Johannes",NED,Men,"50m army pistol, team",M,Bronze
1900,Paris,Shooting,Shooting,"VAN HAAN, Gerardus",NED,Men,"50m army pistol, team",M,Bronze
1900,Paris,Shooting,Shooting,"LÜTHI, Friedrich",SUI,Men,"50m army pistol, team",M,Gold
1900,Paris,Shooting,Shooting,"PROBST, Paul",SUI,Men,"50m army pistol, team",M,Gold
1900,Paris,Shooting,Shooting,"RICHARDET, Louis-Marc",SUI,Men,"50m army pistol, team",M,Gold
1900,Paris,Shooting,Shooting,"RÖDERER, Karl Konrad",SUI,Men,"50m army pistol, team",M,Gold
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"50m army pistol, team",M,Gold
1900,Paris,Shooting,Shooting,"DUFFOY, Louis",FRA,Men,"50m army pistol, team",M,Silver
1900,Paris,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"50m army pistol, team",M,Silver
1900,Paris,Shooting,Shooting,"MOREAUX, Léon",FRA,Men,"50m army pistol, team",M,Silver
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"50m army pistol, team",M,Silver
1900,Paris,Shooting,Shooting,TRINITE,FRA,Men,"50m army pistol, team",M,Silver
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,50m pistol (60 shots),M,Bronze
1900,Paris,Shooting,Shooting,"RÖDERER, Karl Konrad",SUI,Men,50m pistol (60 shots),M,Gold
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,50m pistol (60 shots),M,Silver
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"army rifle, 300m, 3 positions",M,Bronze
1900,Paris,Shooting,Shooting,"VAN ASBROECK, Paul",BEL,Men,"army rifle, 300m, 3 positions",M,Bronze
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, 3 positions",M,Gold
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, 3 positions",M,Silver
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"army rifle, 300m, kneeling",M,Gold
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"army rifle, 300m, kneeling",M,Silver
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, kneeling",M,Silver
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"army rifle, 300m, prone",M,Bronze
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"army rifle, 300m, prone",M,Gold
1900,Paris,Shooting,Shooting,"NIELSEN, Anders Peter",DEN,Men,"army rifle, 300m, prone",M,Silver
1900,Paris,Shooting,Shooting,"PAUMIER DU VERGIER, Charles",BEL,Men,"army rifle, 300m, standing",M,Bronze
1900,Paris,Shooting,Shooting,"MADSEN, Lars Jörgen",DEN,Men,"army rifle, 300m, standing",M,Gold
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"army rifle, 300m, standing",M,Silver
1900,Paris,Shooting,Shooting,"CAVADINI, Auguste",FRA,Men,"free rifle, team",M,Bronze
1900,Paris,Shooting,Shooting,"LECOQ, Maurice",FRA,Men,"free rifle, team",M,Bronze
1900,Paris,Shooting,Shooting,"MOREAUX, Léon",FRA,Men,"free rifle, team",M,Bronze
1900,Paris,Shooting,Shooting,"PAROCHE, Achille",FRA,Men,"free rifle, team",M,Bronze
1900,Paris,Shooting,Shooting,"THOMAS, René",FRA,Men,"free rifle, team",M,Bronze
1900,Paris,Shooting,Shooting,"BÖCKLI, Franz",SUI,Men,"free rifle, team",M,Gold
1900,Paris,Shooting,Shooting,"GRÜTER, Alfred",SUI,Men,"free rifle, team",M,Gold
1900,Paris,Shooting,Shooting,"KELLENBERGER, Emil",SUI,Men,"free rifle, team",M,Gold
1900,Paris,Shooting,Shooting,"RICHARDET, Louis-Marc",SUI,Men,"free rifle, team",M,Gold
1900,Paris,Shooting,Shooting,"STÄHELI, Konrad",SUI,Men,"free rifle, team",M,Gold
1900,Paris,Shooting,Shooting,"FRYDENLUND, Olaf Emil",NOR,Men,"free rifle, team",M,Silver
1900,Paris,Shooting,Shooting,"HERMANDSEN, Hellmer",NOR,Men,"free rifle, team",M,Silver
1900,Paris,Shooting,Shooting,"ÖSTMO, Ole",NOR,Men,"free rifle, team",M,Silver
1900,Paris,Shooting,Shooting,"SAETHER, Ole Andreas",NOR,Men,"free rifle, team",M,Silver
1900,Paris,Shooting,Shooting,"SEEBERG, Tom",NOR,Men,"free rifle, team",M,Silver
1900,Paris,Shooting,Shooting,"DE CLARY, Justinien",FRA,Men,trap (125 targets),M,Bronze
1900,Paris,Shooting,Shooting,"DE BARBARIN, Roger",FRA,Men,trap (125 targets),M,Gold
1900,Paris,Shooting,Shooting,"GUYOT, René",FRA,Men,trap (125 targets),M,Silver
1900,Paris,Tennis,Tennis,"DE LA CHAPELLE, Georges",FRA,Men,doubles,M,Bronze
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",GBR,Men,doubles,M,Bronze
1900,Paris,Tennis,Tennis,"NORRIS, Arthur B.J.",GBR,Men,doubles,M,Bronze
1900,Paris,Tennis,Tennis,"PREVOST, André",FRA,Men,doubles,M,Bronze
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",GBR,Men,doubles,M,Gold
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,doubles,M,Gold
1900,Paris,Tennis,Tennis,"DE GARMENDIA, Basil Spalding",ZZX,Men,doubles,M,Silver
1900,Paris,Tennis,Tennis,"DECUGIS, Max",ZZX,Men,doubles,M,Silver
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",ZZX,Men,mixed doubles,X,Bronze
1900,Paris,Tennis,Tennis,"WARDEN, Archibald A.",ZZX,Men,mixed doubles,X,Bronze
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,mixed doubles,X,Gold
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",ZZX,Men,mixed doubles,X,Silver
1900,Paris,Tennis,Tennis,"JONES, Marion",ZZX,Women,mixed doubles,X,Bronze
1900,Paris,Tennis,Tennis,"ROSENBAUM, Hedwig",ZZX,Women,mixed doubles,X,Bronze
1900,Paris,Tennis,Tennis,"COOPER, Charlotte",GBR,Women,mixed doubles,X,Gold
1900,Paris,Tennis,Tennis,"PREVOST, Hélène",ZZX,Women,mixed doubles,X,Silver
1900,Paris,Tennis,Tennis,"DOHERTY, Reginald Frank",GBR,Men,singles,M,Bronze
1900,Paris,Tennis,Tennis,"NORRIS, Arthur B.J.",GBR,Men,singles,M,Bronze
1900,Paris,Tennis,Tennis,"DOHERTY, Hugh Lawrence",GBR,Men,singles,M,Gold
1900,Paris,Tennis,Tennis,"MAHONY, Harold Sergerson",GBR,Men,singles,M,Silver
1900,Paris,Tennis,Tennis,"JONES, Marion",USA,Women,singles,W,Bronze
1900,Paris,Tennis,Tennis,"ROSENBAUM, Hedwig",BOH,Women,singles,W,Bronze
1900,Paris,Tennis,Tennis,"COOPER, Charlotte",GBR,Women,singles,W,Gold
1900,Paris,Tennis,Tennis,"PREVOST, Hélène",FRA,Women,singles,W,Silver
1900,Paris,Tug of War,Tug of War,"AABYE, Edgar",ZZX,Men,tug of war,M,Gold
1900,Paris,Tug of War,Tug of War,"NILSSON, August",ZZX,Men,tug of war,M,Gold
1900,Paris,Tug of War,Tug of War,"SCHMIDT, Eugen",ZZX,Men,tug of war,M,Gold
1900,Paris,Tug of War,Tug of War,"SÖDERSTRÖM, Gustaf",ZZX,Men,tug of war,M,Gold
1900,Paris,Tug of War,Tug of War,"STAAF, Karl Gustav",ZZX,Men,tug of war,M,Gold
1900,Paris,Tug of War,Tug of War,"WINCKLER, Charles",ZZX,Men,tug of war,M,Gold
1900,Paris,Tug of War,Tug of War,"BASSET, Pierre",FRA,Men,tug of war,M,Silver
1900,Paris,Tug of War,Tug of War,"COLLAS, Jean",FRA,Men,tug of war,M,Silver
1900,Paris,Tug of War,Tug of War,"GONDOUIN, Charles",FRA,Men,tug of war,M,Silver
1900,Paris,Tug of War,Tug of War,"HENRIQUEZ DE ZUBIERRA, Constantin",FRA,Men,tug of war,M,Silver
1900,Paris,Tug of War,Tug of War,"ROFFO, Joseph",FRA,Men,tug of war,M,Silver
1900,Paris,Tug of War,Tug of War,"SARRADE, Emile",FRA,Men,tug of war,M,Silver
1904,St Louis,Aquatics,Diving,"BRAUNSCHWEIGER, Alfred",GER,Men,10m platform,M,Bronze
1904,St Louis,Aquatics,Diving,"KEHOE, Frank",USA,Men,10m platform,M,Bronze
1904,St Louis,Aquatics,Diving,"SHELDON, George",USA,Men,10m platform,M,Gold
1904,St Louis,Aquatics,Diving,"HOFFMANN, Georg",GER,Men,10m platform,M,Silver
1904,St Louis,Aquatics,Diving,"GOODWIN, Leo Budd",USA,Men,plunge for distance,M,Bronze
1904,St Louis,Aquatics,Diving,"DICKEY, William Paul",USA,Men,plunge for distance,M,Gold
1904,St Louis,Aquatics,Diving,"ADAMS, Edgar H.",USA,Men,plunge for distance,M,Silver
1904,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",GER,Men,100m backstroke,M,Bronze
1904,St Louis,Aquatics,Swimming,"BRACK, Walter",GER,Men,100m backstroke,M,Gold
1904,St Louis,Aquatics,Swimming,"HOFFMANN, Georg",GER,Men,100m backstroke,M,Silver
1904,St Louis,Aquatics,Swimming,"LEARY, J. Scott",USA,Men,100m freestyle,M,Bronze
1904,St Louis,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,100m freestyle,M,Gold
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,100m freestyle,M,Silver
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,1500m freestyle,M,Bronze
1904,St Louis,Aquatics,Swimming,"RAUSCH, Emil",GER,Men,1500m freestyle,M,Gold
1904,St Louis,Aquatics,Swimming,"KISS, Geza",HUN,Men,1500m freestyle,M,Silver
1904,St Louis,Aquatics,Swimming,"RAUSCH, Emil",GER,Men,200m freestyle,M,Bronze
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,200m freestyle,M,Gold
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,200m freestyle,M,Silver
1904,St Louis,Aquatics,Swimming,"HANDY, Hehry Jamison",USA,Men,400m breaststroke,M,Bronze
1904,St Louis,Aquatics,Swimming,"ZACHARIAS, Georg",GER,Men,400m breaststroke,M,Gold
1904,St Louis,Aquatics,Swimming,"BRACK, Walter",GER,Men,400m breaststroke,M,Silver
1904,St Louis,Aquatics,Swimming,"WAHLE, Otto",AUT,Men,400m freestyle,M,Bronze
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,400m freestyle,M,Gold
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,400m freestyle,M,Silver
1904,St Louis,Aquatics,Swimming,"EVANS, Gwynne",USA,Men,4x50y freestyle relay,M,Bronze
1904,St Louis,Aquatics,Swimming,"ORTHWEIN, William Robert",USA,Men,4x50y freestyle relay,M,Bronze
1904,St Louis,Aquatics,Swimming,"REYBURN, Amadee",USA,Men,4x50y freestyle relay,M,Bronze
1904,St Louis,Aquatics,Swimming,"SCHWARTZ, Marquard",USA,Men,4x50y freestyle relay,M,Bronze
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,4x50y freestyle relay,M,Gold
1904,St Louis,Aquatics,Swimming,"GOODWIN, Leo Budd",USA,Men,4x50y freestyle relay,M,Gold
1904,St Louis,Aquatics,Swimming,"HANDLEY, Louis De Breda",USA,Men,4x50y freestyle relay,M,Gold
1904,St Louis,Aquatics,Swimming,"RUDDY, Joseph A.",USA,Men,4x50y freestyle relay,M,Gold
1904,St Louis,Aquatics,Swimming,"GOETZ, Hugo",USA,Men,4x50y freestyle relay,M,Silver
1904,St Louis,Aquatics,Swimming,"HAMMOND, David",USA,Men,4x50y freestyle relay,M,Silver
1904,St Louis,Aquatics,Swimming,"THORNE, Raymond",USA,Men,4x50y freestyle relay,M,Silver
1904,St Louis,Aquatics,Swimming,"TUTTLE, William",USA,Men,4x50y freestyle relay,M,Silver
1904,St Louis,Aquatics,Swimming,"DANIELS, Charles",USA,Men,50y freestyle (45.72m),M,Bronze
1904,St Louis,Aquatics,Swimming,"HALMAY, Zoltan",HUN,Men,50y freestyle (45.72m),M,Gold
1904,St Louis,Aquatics,Swimming,"LEARY, J. Scott",USA,Men,50y freestyle (45.72m),M,Silver
1904,St Louis,Aquatics,Swimming,"KISS, Geza",HUN,Men,880y freestyle (804.66m),M,Bronze
1904,St Louis,Aquatics,Swimming,"RAUSCH, Emil",GER,Men,880y freestyle (804.66m),M,Gold
1904,St Louis,Aquatics,Swimming,"GAILEY, Francis",USA,Men,880y freestyle (804.66m),M,Silver
1904,St Louis,Archery,Archery,"THOMPSON, William Henry",USA,Men,double american round (60y - 50y - 40y),M,Bronze
1904,St Louis,Archery,Archery,"BRYANT, George Philipp",USA,Men,double american round (60y - 50y - 40y),M,Gold
1904,St Louis,Archery,Archery,"WILLIAMS, Robert",USA,Men,double american round (60y - 50y - 40y),M,Silver
1904,St Louis,Archery,Archery,"POLLOCK, Jessie",USA,Women,double columbia round (50y - 40y - 30y),W,Bronze
1904,St Louis,Archery,Archery,"HOWELL, Matilda Scott",USA,Women,double columbia round (50y - 40y - 30y),W,Gold
1904,St Louis,Archery,Archery,"COOKE, Emma C.",USA,Women,double columbia round (50y - 40y - 30y),W,Silver
1904,St Louis,Archery,Archery,"POLLOCK, Jessie",USA,Women,double national round (60y - 50y),W,Bronze
1904,St Louis,Archery,Archery,"HOWELL, Matilda Scott",USA,Women,double national round (60y - 50y),W,Gold
1904,St Louis,Archery,Archery,"COOKE, Emma C.",USA,Women,double national round (60y - 50y),W,Silver
1904,St Louis,Archery,Archery,"THOMPSON, William Henry",USA,Men,double york round (100y - 80y - 60y),M,Bronze
1904,St Louis,Archery,Archery,"BRYANT, George Philipp",USA,Men,double york round (100y - 80y - 60y),M,Gold
1904,St Louis,Archery,Archery,"WILLIAMS, Robert",USA,Men,double york round (100y - 80y - 60y),M,Silver
1904,St Louis,Archery,Archery,"BRYANT, George Philipp",USA,Men,team round 60y,M,Bronze
1904,St Louis,Archery,Archery,"BRYANT, Wallace",USA,Men,team round 60y,M,Bronze
1904,St Louis,Archery,Archery,"DALLIN, Cyrus Edwin",USA,Men,team round 60y,M,Bronze
1904,St Louis,Archery,Archery,"RICHARDSON, Henry Barber",USA,Men,team round 60y,M,Bronze
1904,St Louis,Archery,Archery,"MAXSON, Louis W.",USA,Men,team round 60y,M,Gold
1904,St Louis,Archery,Archery,"SPENCER, Galen Carter",USA,Men,team round 60y,M,Gold
1904,St Louis,Archery,Archery,"THOMPSON, William Henry",USA,Men,team round 60y,M,Gold
1904,St Louis,Archery,Archery,"WILLIAMS, Robert",USA,Men,team round 60y,M,Gold
1904,St Louis,Archery,Archery,"CLARK, William A.",USA,Men,team round 60y,M,Silver
1904,St Louis,Archery,Archery,"DUVALL, Samuel Harding",USA,Men,team round 60y,M,Silver
1904,St Louis,Archery,Archery,"HUBBARD, Charles R.",USA,Men,team round 60y,M,Silver
1904,St Louis,Archery,Archery,"WOODRUFF, Charles S.",USA,Men,team round 60y,M,Silver
1904,St Louis,Archery,Archery,"HOWELL, Matilda Scott",USA,Women,teams FITA round,W,Gold
1904,St Louis,Archery,Archery,"POLLOCK, Jessie",USA,Women,teams FITA round,W,Gold
1904,St Louis,Archery,Archery,"TAYLOR, Louise",USA,Women,teams FITA round,W,Gold
1904,St Louis,Archery,Archery,"WOODRUFF, Laura",USA,Women,teams FITA round,W,Gold
1904,St Louis,Archery,Archery,"COOKE, Emma C.",USA,Women,teams FITA round,W,Silver
1904,St Louis,Archery,Archery,"TAYLOR, Mabel",USA,Women,teams FITA round,W,Silver
1904,St Louis,Athletics,Athletics,"HOGENSON, William",USA,Men,100m,M,Bronze
1904,St Louis,Athletics,Athletics,"HAHN, Archie",USA,Men,100m,M,Gold
1904,St Louis,Athletics,Athletics,"CARTMELL, John Nathaniel",USA,Men,100m,M,Silver
1904,St Louis,Athletics,Athletics,"ASHBURNER, Lesley",USA,Men,110m hurdles,M,Bronze
1904,St Louis,Athletics,Athletics,"SCHULE, Frederick",USA,Men,110m hurdles,M,Gold
1904,St Louis,Athletics,Athletics,"SHIDELER, Thaddeus",USA,Men,110m hurdles,M,Silver
1904,St Louis,Athletics,Athletics,"HEARN, Lacey",USA,Men,1500m,M,Bronze
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",USA,Men,1500m,M,Gold
1904,St Louis,Athletics,Athletics,"VERNER, William Frank",USA,Men,1500m,M,Silver
1904,St Louis,Athletics,Athletics,"HOGENSON, William",USA,Men,200m,M,Bronze
1904,St Louis,Athletics,Athletics,"HAHN, Archie",USA,Men,200m,M,Gold
1904,St Louis,Athletics,Athletics,"CARTMELL, John Nathaniel",USA,Men,200m,M,Silver
1904,St Louis,Athletics,Athletics,"POAGE, George",USA,Men,200m hurdles,M,Bronze
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",USA,Men,200m hurdles,M,Gold
1904,St Louis,Athletics,Athletics,"CASTLEMAN, Frank",USA,Men,200m hurdles,M,Silver
1904,St Louis,Athletics,Athletics,"NEWTON, Arthur",USA,Men,3000m steeplechase,M,Bronze
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",USA,Men,3000m steeplechase,M,Gold
1904,St Louis,Athletics,Athletics,"DALY, John",GBR,Men,3000m steeplechase,M,Silver
1904,St Louis,Athletics,Athletics,"GROMAN, Herman",USA,Men,400m,M,Bronze
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400m,M,Gold
1904,St Louis,Athletics,Athletics,"WALLER, Frank",USA,Men,400m,M,Silver
1904,St Louis,Athletics,Athletics,"POAGE, George",USA,Men,400m hurdles,M,Bronze
1904,St Louis,Athletics,Athletics,"HILLMAN, Harry",USA,Men,400m hurdles,M,Gold
1904,St Louis,Athletics,Athletics,"WALLER, Frank",USA,Men,400m hurdles,M,Silver
1904,St Louis,Athletics,Athletics,"MUNSON, David Curtis",USA,Men,4miles team,M,Gold
1904,St Louis,Athletics,Athletics,"NEWTON, Arthur",USA,Men,4miles team,M,Gold
1904,St Louis,Athletics,Athletics,"PILGRIM, Paul Harry",USA,Men,4miles team,M,Gold
1904,St Louis,Athletics,Athletics,"UNDERWOOD, George",USA,Men,4miles team,M,Gold
1904,St Louis,Athletics,Athletics,"VALENTINE, Howard",USA,Men,4miles team,M,Gold
1904,St Louis,Athletics,Athletics,"CORAY, Albert",ZZX,Men,4miles team,M,Silver
1904,St Louis,Athletics,Athletics,"HATCH, Sidney",ZZX,Men,4miles team,M,Silver
1904,St Louis,Athletics,Athletics,"HEARN, Lacey",ZZX,Men,4miles team,M,Silver
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",ZZX,Men,4miles team,M,Silver
1904,St Louis,Athletics,Athletics,"VERNER, William Frank",ZZX,Men,4miles team,M,Silver
1904,St Louis,Athletics,Athletics,"MITCHELL, James",USA,Men,56lb weight throw (25.4kg),M,Bronze
1904,St Louis,Athletics,Athletics,"DESMARTEAU, Etienne",CAN,Men,56lb weight throw (25.4kg),M,Gold
1904,St Louis,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,56lb weight throw (25.4kg),M,Silver
1904,St Louis,Athletics,Athletics,"MOULTON, Fay",USA,Men,60m,M,Bronze
1904,St Louis,Athletics,Athletics,"HAHN, Archie",USA,Men,60m,M,Gold
1904,St Louis,Athletics,Athletics,"HOGENSON, William",USA,Men,60m,M,Silver
1904,St Louis,Athletics,Athletics,"BREITKREUTZ, Emil",USA,Men,800m,M,Bronze
1904,St Louis,Athletics,Athletics,"LIGHTBODY, James",USA,Men,800m,M,Gold
1904,St Louis,Athletics,Athletics,"VALENTINE, Howard",USA,Men,800m,M,Silver
1904,St Louis,Athletics,Athletics,"HARE, Thomas Truxton",USA,Men,decathlon,M,Bronze
1904,St Louis,Athletics,Athletics,"KIELY, Thomas Francis",GBR,Men,decathlon,M,Gold
1904,St Louis,Athletics,Athletics,"GUNN, Adam",USA,Men,decathlon,M,Silver
1904,St Louis,Athletics,Athletics,"GEORGANDAS, Nicolaos",GRE,Men,discus throw,M,Bronze
1904,St Louis,Athletics,Athletics,"SHERIDAN, Martin",USA,Men,discus throw,M,Gold
1904,St Louis,Athletics,Athletics,"ROSE, Ralph",USA,Men,discus throw,M,Silver
1904,St Louis,Athletics,Athletics,"ROSE, Ralph",USA,Men,hammer throw,M,Bronze
1904,St Louis,Athletics,Athletics,"FLANAGAN, John Jesus",USA,Men,hammer throw,M,Gold
1904,St Louis,Athletics,Athletics,"DEWITT, John",USA,Men,hammer throw,M,Silver
1904,St Louis,Athletics,Athletics,"WEINSTEIN, Paul",GER,Men,high jump,M,Bronze
1904,St Louis,Athletics,Athletics,"JONES, Samuel",USA,Men,high jump,M,Gold
1904,St Louis,Athletics,Athletics,"SERVISS, Garrett",USA,Men,high jump,M,Silver
1904,St Louis,Athletics,Athletics,"ROBERTSON, Lawson N.",USA,Men,"high jump, standing",M,Bronze
1904,St Louis,Athletics,Athletics,"EWRY, Ray",USA,Men,"high jump, standing",M,Gold
1904,St Louis,Athletics,Athletics,"STADLER, Joseph F.",USA,Men,"high jump, standing",M,Silver
1904,St Louis,Athletics,Athletics,"STANGLAND, Robert",USA,Men,long jump,M,Bronze
1904,St Louis,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,long jump,M,Gold
1904,St Louis,Athletics,Athletics,"FRANK, Daniel",USA,Men,long jump,M,Silver
1904,St Louis,Athletics,Athletics,"BILLER, John",USA,Men,"long jump, standing",M,Bronze
1904,St Louis,Athletics,Athletics,"EWRY, Ray",USA,Men,"long jump, standing",M,Gold
1904,St Louis,Athletics,Athletics,"KING, Charles",USA,Men,"long jump, standing",M,Silver
1904,St Louis,Athletics,Athletics,"NEWTON, Arthur",USA,Men,marathon,M,Bronze
1904,St Louis,Athletics,Athletics,"HICKS, Thomas",USA,Men,marathon,M,Gold
1904,St Louis,Athletics,Athletics,"CORAY, Albert",USA,Men,marathon,M,Silver
1904,St Louis,Athletics,Athletics,"WILKINS, Louis",USA,Men,pole vault,M,Bronze
1904,St Louis,Athletics,Athletics,"DVORAK, Charles",USA,Men,pole vault,M,Gold
1904,St Louis,Athletics,Athletics,"SAMSE, Leroy",USA,Men,pole vault,M,Silver
1904,St Louis,Athletics,Athletics,"FEUERBACH, Lawrence E. Joseph",USA,Men,shot put,M,Bronze
1904,St Louis,Athletics,Athletics,"ROSE, Ralph",USA,Men,shot put,M,Gold
1904,St Louis,Athletics,Athletics,"COE, William Wesley",USA,Men,shot put,M,Silver
1904,St Louis,Athletics,Athletics,"MERZ, William",USA,Men,triathlon (long jump / shot put / 100 yards),M,Bronze
1904,St Louis,Athletics,Athletics,"EMMERICH, Max",USA,Men,triathlon (long jump / shot put / 100 yards),M,Gold
1904,St Louis,Athletics,Athletics,"GRIEB, John",USA,Men,triathlon (long jump / shot put / 100 yards),M,Silver
1904,St Louis,Athletics,Athletics,"STANGLAND, Robert",USA,Men,triple jump,M,Bronze
1904,St Louis,Athletics,Athletics,"PRINSTEIN, Meyer",USA,Men,triple jump,M,Gold
1904,St Louis,Athletics,Athletics,"ENGLEHARDT, Frederick",USA,Men,triple jump,M,Silver
1904,St Louis,Athletics,Athletics,"STADLER, Joseph F.",USA,Men,"triple jump, standing",M,Bronze
1904,St Louis,Athletics,Athletics,"EWRY, Ray",USA,Men,"triple jump, standing",M,Gold
1904,St Louis,Athletics,Athletics,"KING, Charles",USA,Men,"triple jump, standing",M,Silver
1904,St Louis,Boxing,Boxing,"FINNEGAN, George",USA,Men,- 47.63kg (flyweight),M,Gold
1904,St Louis,Boxing,Boxing,"BURKE, Miles",USA,Men,- 47.63kg (flyweight),M,Silver
1904,St Louis,Boxing,Boxing,"MICHAELS, William",USA,Men,+ 71.67kg (heavyweight),M,Bronze
1904,St Louis,Boxing,Boxing,"BERGER, Samuel",USA,Men,+ 71.67kg (heavyweight),M,Gold
1904,St Louis,Boxing,Boxing,"MAYER, Charles",USA,Men,+ 71.67kg (heavyweight),M,Silver
1904,St Louis,Boxing,Boxing,"KIRK, Oliver L.",USA,Men,47.63 - 52.16kg (bantamweight),M,Gold
1904,St Louis,Boxing,Boxing,"FINNEGAN, George",USA,Men,47.63 - 52.16kg (bantamweight),M,Silver
1904,St Louis,Boxing,Boxing,"GILMORE, Frederick",USA,Men,52.16 - 56.7kg (featherweight),M,Bronze
1904,St Louis,Boxing,Boxing,"KIRK, Oliver L.",USA,Men,52.16 - 56.7kg (featherweight),M,Gold
1904,St Louis,Boxing,Boxing,"HALLER, Frank",USA,Men,52.16 - 56.7kg (featherweight),M,Silver
1904,St Louis,Boxing,Boxing,"VAN HORN, Russell",USA,Men,56.7 - 61.24kg (lightweight),M,Bronze
